category,subject,lecturer,section,post/reply,"number of assignment","number of quiz","total assignment+quiz (including uts)","other activities","link to list of forums","link to list of assignments","link to list of quizzes"
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB I 1544","Wijaya Triwacananingrum","Week 5 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB I 1544","Wijaya Triwacananingrum","Week 5 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB I 1544","Wijaya Triwacananingrum","Week 6 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB I 1544","Wijaya Triwacananingrum","Week 6 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB I 1544","Wijaya Triwacananingrum","Week 7 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB I 1544","Wijaya Triwacananingrum","Week 7 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB I 1544","Wijaya Triwacananingrum","Week 8 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB I 1544","Wijaya Triwacananingrum","Week 8 Session 2",0,4,0,4,2,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB K2BS 2997","Sahat Simanjuntak","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB K2BS 2997","Sahat Simanjuntak","Week 1 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB K2BS 2997","Sahat Simanjuntak","Week 1 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB K2BS 2997","Sahat Simanjuntak","Week 2 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB K2BS 2997","Sahat Simanjuntak","Week 2 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB K2BS 2997","Sahat Simanjuntak","Week 3 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB K2BS 2997","Sahat Simanjuntak","Week 3 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB K2BS 2997","Sahat Simanjuntak","Week 5 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB K2BS 2997","Sahat Simanjuntak","Week 5 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB K2BS 2997","Sahat Simanjuntak","Week 6 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB K2BS 2997","Sahat Simanjuntak","Week 6 Session 2",0,1,0,1,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB K2BS 2997","Sahat Simanjuntak","Week 7 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB K2BS 2997","Sahat Simanjuntak","Week 7 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB K2BS 2997","Sahat Simanjuntak","Week 8 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB K2BS 2997","Sahat Simanjuntak","Week 8 Session 2",0,3,0,3,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB KKBS 2975","Herlina Lusmeida","Introductory Section",0,0,0,0,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB KKBS 2975","Herlina Lusmeida","Week 1 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB KKBS 2975","Herlina Lusmeida","Week 1 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB KKBS 2975","Herlina Lusmeida","Week 2 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB KKBS 2975","Herlina Lusmeida","Week 2 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB KKBS 2975","Herlina Lusmeida","Week 3 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB KKBS 2975","Herlina Lusmeida","Week 3 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB KKBS 2975","Herlina Lusmeida","Week 4 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB KKBS 2975","Herlina Lusmeida","Week 4 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB KKBS 2975","Herlina Lusmeida","Week 5 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB KKBS 2975","Herlina Lusmeida","Week 5 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB KKBS 2975","Herlina Lusmeida","Week 6 Session 1",0,4,0,4,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB KKBS 2975","Herlina Lusmeida","Week 6 Session 2",0,4,0,4,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB KKBS 2975","Herlina Lusmeida","Week 7 Session 1",0,2,0,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB KKBS 2975","Herlina Lusmeida","Week 7 Session 2",0,2,0,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB KKBS 2975","Herlina Lusmeida","Week 8 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB KKBS 2975","Herlina Lusmeida","Week 8 Session 2",0,"UAS PENGANTAR AKUNTANSI II KKBS",0,2,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS A 1583","ESTHER IRENE PURBA",18,0,0,"SOAL UJIAN TENGAH SEMESTER (MIDTERM EXAM  QUESTIONS))",1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS A 1583","ESTHER IRENE PURBA",19,0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS A 1583","ESTHER IRENE PURBA",20,0,0,0,0,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS A 1583","ESTHER IRENE PURBA",21,0,2,0,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS A 1583","ESTHER IRENE PURBA","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS A 1583","ESTHER IRENE PURBA","Week 1 Session 1",0,1,1,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS A 1583","ESTHER IRENE PURBA","Week 1 Session 2",0,1,2,3,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS A 1583","ESTHER IRENE PURBA","Week 2 Session 1",0,1,1,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS A 1583","ESTHER IRENE PURBA","Week 2 Session 2",0,1,1,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS A 1583","ESTHER IRENE PURBA","Week 3 Session 1",0,1,2,3,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS A 1583","ESTHER IRENE PURBA","Week 3 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS A 1583","ESTHER IRENE PURBA","Week 4 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS A 1583","ESTHER IRENE PURBA","Week 4 Session 2",0,1,0,1,4,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS A 1583","ESTHER IRENE PURBA","Week 5 Session 1",0,1,0,1,3,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS A 1583","ESTHER IRENE PURBA","Week 5 Session 2",0,1,0,1,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS A 1583","ESTHER IRENE PURBA","Week 6 Session 1",0,1,0,1,4,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS A 1583","ESTHER IRENE PURBA","Week 6 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS A 1583","ESTHER IRENE PURBA","Week 7 Session 1",0,0,"Simulasi soal UTS 1st",1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS A 1583","ESTHER IRENE PURBA","Week 7 Session 2",0,0,"Quiz simulasi uts 2nd",1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS A 1583","ESTHER IRENE PURBA","Week 8 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS A 1583","Juniarty  JUNIARTY",18,0,0,"SOAL UJIAN TENGAH SEMESTER (MIDTERM EXAM  QUESTIONS))",1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS A 1583","Juniarty  JUNIARTY",19,0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS A 1583","Juniarty  JUNIARTY",20,0,0,0,0,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS A 1583","Juniarty  JUNIARTY",21,0,2,0,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS A 1583","Juniarty  JUNIARTY","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS A 1583","Juniarty  JUNIARTY","Week 1 Session 1",0,1,1,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS A 1583","Juniarty  JUNIARTY","Week 1 Session 2",0,1,2,3,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS A 1583","Juniarty  JUNIARTY","Week 2 Session 1",0,1,1,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS A 1583","Juniarty  JUNIARTY","Week 2 Session 2",0,1,1,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS A 1583","Juniarty  JUNIARTY","Week 3 Session 1",0,1,2,3,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS A 1583","Juniarty  JUNIARTY","Week 3 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS A 1583","Juniarty  JUNIARTY","Week 4 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS A 1583","Juniarty  JUNIARTY","Week 4 Session 2",0,1,0,1,4,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS A 1583","Juniarty  JUNIARTY","Week 5 Session 1",7,1,0,1,3,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS A 1583","Juniarty  JUNIARTY","Week 5 Session 2",1,1,0,1,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS A 1583","Juniarty  JUNIARTY","Week 6 Session 1",1,1,0,1,4,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS A 1583","Juniarty  JUNIARTY","Week 6 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS A 1583","Juniarty  JUNIARTY","Week 7 Session 1",0,0,"Simulasi soal UTS 1st",1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS A 1583","Juniarty  JUNIARTY","Week 7 Session 2",0,0,"Quiz simulasi uts 2nd",1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS A 1583","Juniarty  JUNIARTY","Week 8 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Dewi Wuisan",17,0,0,0,0,2,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Dewi Wuisan",18,0,0,0,0,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Dewi Wuisan",19,0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Dewi Wuisan",20,0,0,0,0,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Dewi Wuisan",21,0,2,0,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Dewi Wuisan","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Dewi Wuisan","Week 1 Session 1",0,0,1,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Dewi Wuisan","Week 1 Session 2",0,0,1,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Dewi Wuisan","Week 2 Session 1",0,0,1,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Dewi Wuisan","Week 2 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Dewi Wuisan","Week 3 Session 1",0,0,1,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Dewi Wuisan","Week 3 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Dewi Wuisan","Week 4 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Dewi Wuisan","Week 4 Session 2",0,0,0,0,4,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Dewi Wuisan","Week 5 Session 1",51,1,0,1,3,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Dewi Wuisan","Week 5 Session 2",45,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Dewi Wuisan","Week 6 Session 1",17,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Dewi Wuisan","Week 6 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Dewi Wuisan","Week 7 Session 1",0,0,"Simulasi soal UTS 1st",1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Dewi Wuisan","Week 7 Session 2",0,0,"Quiz simulasi uts 2nd",1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Dewi Wuisan","Week 8 Session 1",32,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Dewi Wuisan","Week 8 Session 2",0,0,"SOAL UJIAN TENGAH SEMESTER (MIDTERM EXAM  QUESTIONS))",1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Juniarty  JUNIARTY",17,0,0,0,0,2,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Juniarty  JUNIARTY",18,0,0,0,0,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Juniarty  JUNIARTY",19,0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Juniarty  JUNIARTY",20,0,0,0,0,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Juniarty  JUNIARTY",21,0,2,0,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Juniarty  JUNIARTY","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Juniarty  JUNIARTY","Week 1 Session 1",0,0,1,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Juniarty  JUNIARTY","Week 1 Session 2",0,0,1,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Juniarty  JUNIARTY","Week 2 Session 1",0,0,1,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Juniarty  JUNIARTY","Week 2 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Juniarty  JUNIARTY","Week 3 Session 1",0,0,1,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Juniarty  JUNIARTY","Week 3 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Juniarty  JUNIARTY","Week 4 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Juniarty  JUNIARTY","Week 4 Session 2",0,0,0,0,4,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Juniarty  JUNIARTY","Week 5 Session 1",1,1,0,1,3,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Juniarty  JUNIARTY","Week 5 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Juniarty  JUNIARTY","Week 6 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Juniarty  JUNIARTY","Week 6 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Juniarty  JUNIARTY","Week 7 Session 1",0,0,"Simulasi soal UTS 1st",1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Juniarty  JUNIARTY","Week 7 Session 2",0,0,"Quiz simulasi uts 2nd",1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Juniarty  JUNIARTY","Week 8 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS B 1584","Juniarty  JUNIARTY","Week 8 Session 2",0,0,"SOAL UJIAN TENGAH SEMESTER (MIDTERM EXAM  QUESTIONS))",1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS C 1585","Juniarty  JUNIARTY",17,0,0,"SOAL UJIAN TENGAH SEMESTER (MIDTERM EXAM  QUESTIONS))",1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS C 1585","Juniarty  JUNIARTY",19,0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS C 1585","Juniarty  JUNIARTY",20,0,0,0,0,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS C 1585","Juniarty  JUNIARTY",21,0,2,0,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS C 1585","Juniarty  JUNIARTY","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS C 1585","Juniarty  JUNIARTY","Week 1 Session 1",0,1,1,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS C 1585","Juniarty  JUNIARTY","Week 1 Session 2",0,1,1,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS C 1585","Juniarty  JUNIARTY","Week 2 Session 1",0,1,1,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS C 1585","Juniarty  JUNIARTY","Week 2 Session 2",0,1,1,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS C 1585","Juniarty  JUNIARTY","Week 3 Session 1",0,1,1,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS C 1585","Juniarty  JUNIARTY","Week 3 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS C 1585","Juniarty  JUNIARTY","Week 4 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS C 1585","Juniarty  JUNIARTY","Week 4 Session 2",0,1,0,1,4,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS C 1585","Juniarty  JUNIARTY","Week 5 Session 1",16,1,0,1,3,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS C 1585","Juniarty  JUNIARTY","Week 5 Session 2",1,1,0,1,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS C 1585","Juniarty  JUNIARTY","Week 6 Session 1",1,1,0,1,4,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS C 1585","Juniarty  JUNIARTY","Week 6 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS C 1585","Juniarty  JUNIARTY","Week 7 Session 1",0,0,"Simulasi soal UTS 1st",1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS C 1585","Juniarty  JUNIARTY","Week 7 Session 2",0,0,"Quiz simulasi uts 2nd",1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS D 1586","Dewi Wuisan",17,0,0,0,0,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS D 1586","Dewi Wuisan",18,0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS D 1586","Dewi Wuisan",19,0,0,0,0,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS D 1586","Dewi Wuisan",20,0,2,0,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS D 1586","Dewi Wuisan","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS D 1586","Dewi Wuisan","Week 1 Session 1",0,1,1,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS D 1586","Dewi Wuisan","Week 1 Session 2",0,1,2,3,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS D 1586","Dewi Wuisan","Week 2 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS D 1586","Dewi Wuisan","Week 2 Session 2",0,0,1,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS D 1586","Dewi Wuisan","Week 3 Session 1",0,0,2,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS D 1586","Dewi Wuisan","Week 3 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS D 1586","Dewi Wuisan","Week 4 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS D 1586","Dewi Wuisan","Week 4 Session 2",0,1,0,1,4,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS D 1586","Dewi Wuisan","Week 5 Session 1",45,1,0,1,3,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS D 1586","Dewi Wuisan","Week 5 Session 2",42,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS D 1586","Dewi Wuisan","Week 6 Session 1",41,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS D 1586","Dewi Wuisan","Week 6 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS D 1586","Dewi Wuisan","Week 7 Session 1",0,0,"Simulasi soal UTS 1st",1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS D 1586","Dewi Wuisan","Week 7 Session 2",0,0,"Quiz simulasi uts 2nd",1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS D 1586","Dewi Wuisan","Week 8 Session 1",0,0,0,0,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS D 1586","Dewi Wuisan","Week 8 Session 2",0,0,"SOAL UJIAN TENGAH SEMESTER (MIDTERM EXAM  QUESTIONS))",1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS D 1586","Juniarty  JUNIARTY",17,0,0,0,0,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS D 1586","Juniarty  JUNIARTY",18,0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS D 1586","Juniarty  JUNIARTY",19,0,0,0,0,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS D 1586","Juniarty  JUNIARTY",20,0,2,0,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS D 1586","Juniarty  JUNIARTY","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS D 1586","Juniarty  JUNIARTY","Week 1 Session 1",0,1,1,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS D 1586","Juniarty  JUNIARTY","Week 1 Session 2",0,1,2,3,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS D 1586","Juniarty  JUNIARTY","Week 2 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS D 1586","Juniarty  JUNIARTY","Week 2 Session 2",0,0,1,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS D 1586","Juniarty  JUNIARTY","Week 3 Session 1",0,0,2,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS D 1586","Juniarty  JUNIARTY","Week 3 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS D 1586","Juniarty  JUNIARTY","Week 4 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS D 1586","Juniarty  JUNIARTY","Week 4 Session 2",0,1,0,1,4,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS D 1586","Juniarty  JUNIARTY","Week 5 Session 1",1,1,0,1,3,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS D 1586","Juniarty  JUNIARTY","Week 5 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS D 1586","Juniarty  JUNIARTY","Week 6 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS D 1586","Juniarty  JUNIARTY","Week 6 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS D 1586","Juniarty  JUNIARTY","Week 7 Session 1",0,0,"Simulasi soal UTS 1st",1,0,Link,Link,Link
